Name,Image Path,Type 1,Type 2,Description
Greavard,pokemon_images/Greavard.jpg,Ghost,,"A fluffy, cartoonish dog with a light blue coat and a candle on its head, playful expression, short legs, and a wagging tail, illustrated in a whimsical style."
Greedent,pokemon_images/Greedent.jpg,Normal,,"Cute cartoon character resembling a cheerful squirrel with a large round tail, small ears, and a big, friendly smile. The character has a brown color palette, with shades from dark to light brown, and a bushy mustache. It appears joyful and playful, standing in a friendly pose."
Greninja,pokemon_images/Greninja.jpg,Water,Dark,"A blue amphibious creature with a sleek body, large ears, and a distinctive pink scarf, posed in a dynamic action stance with outstretched arms and leaping legs, showcasing its agile and stealthy nature."
Grimer,pokemon_images/Grimer.jpg,Poison,,"A cute purple blob creature with a wide smile, large expressive eyes, and striped patterns on its body, playfully reaching out with its arms. It has a soft, gooey appearance, reminiscent of slime or ooze."
Grimmsnarl,pokemon_images/Grimmsnarl.jpg,Dark,Fairy,"""Fierce, muscular creature with dark purple and green colors, sharp ears, and an aggressive expression, striking a powerful pose, surrounded by a mystical aura."""
Grookey,pokemon_images/Grookey.jpg,Grass,,"A cute green monkey Pokémon with big round eyes, a leafy tuft on its head, and a twig-like stick on its back, sitting and waving cheerfully."
Grotle,pokemon_images/Grotle.jpg,Grass,,"A green turtle-like creature with a large, leafy shell adorned with two prominent trees on its back, featuring a cheerful expression and small feet."
Groudon,pokemon_images/Groudon.jpg,Ground,,"""Legendary creature, large, mythical, red and gray, rocky body, sharp spikes, fierce expression, standing pose, cartoon style, Pokémon-inspired."""
Grovyle,pokemon_images/Grovyle.jpg,Grass,,"""Green reptilian creature with elongated limbs, a pink underside, and large leaf-like appendages, poised in a dynamic pose, resembling a fantasy Pokémon character."""
Growlithe,pokemon_images/Growlithe.jpg,Fire,,"A cartoon-style illustration of a small, orange and cream dog-like creature with a spiky mane, large ears, and black stripes, sitting proudly. Its large, expressive eyes display confidence and playfulness, set against a simple, neutral background."
Grubbin,pokemon_images/Grubbin.jpg,Bug,,"A cute, cartoonish bug Pokémon with a soft shell and large, claw-like pincers, featuring a brown eye, a cream-colored underbelly, and a reddish-orange dome on its head."
Grumpig,pokemon_images/Grumpig.jpg,Psychic,,"A cartoonish, chubby creature with a round, purple body and black limbs, sporting large ears, a pink snout, and an upright pink tail. It has two black balls on its forehead and a playful expression."
Gulpin,pokemon_images/Gulpin.jpg,Poison,,"Cute green creature with a round body and a small leaf on top, looking content and sleepy, cartoon style."
Gumshoos,pokemon_images/Gumshoos.jpg,Normal,,"""Cartoon character of a stylized weasel with an exaggerated hairstyle and mischievous expression, standing confidently with a slightly aggressive pose, featuring a brown body and a golden-yellow underbelly."""
Gurdurr,pokemon_images/Gurdurr.jpg,Fighting,,"A strong, muscular creature with a pink and beige color scheme, lifting a large wooden plank above its head, featuring a round red nose and an assertive expression, embodying strength and determination."
Guzzlord,pokemon_images/Guzzlord.jpg,Dark,Dragon,"""cartoon monster with multiple arms and mouths, featuring a black and yellow color scheme, large blue belly, and a menacing expression, in a dynamic pose"""
Gyarados,pokemon_images/Gyarados.jpg,Water,Flying,"A fierce, blue, serpentine dragon-like creature with sharp fins and a spiky head, mid-roar, showcasing its menacing expression and long, twisting body."
Hakamo-o,pokemon_images/Hakamo-o.jpg,Dragon,Fighting,"""Fighting-type Pokémon with a dragon-like appearance, featuring gray scales and golden armor-like plating. It has a prominent crest on its head, fierce red eyes, and a dynamic pose, showcasing its strong and agile physique."""
Happiny,pokemon_images/Happiny.jpg,Normal,,"Cute, round pink Pokémon with a whimsical tail and a joyful expression, sitting on a white and pink base."
Hariyama,pokemon_images/Hariyama.jpg,Fighting,,"A strong and determined Pokémon with a blue and white body, dressed in a yellow skirt, striking a dynamic fighting pose, showcasing its powerful arms and focused expression."
Hatenna,pokemon_images/Hatenna.jpg,Psychic,,"Cute, pastel-colored creature with a conical hat, large round body, and playful blue hair, looking joyful and whimsical."
Hatterene,pokemon_images/Hatterene.jpg,Psychic,Fairy,"""An aquatic, jellyfish-like creature with a whimsical appearance, featuring a soft gradient of blue and pink colors, large expressive eyes, and a pointed hat resembling a wizard's. It has long, flowing tentacles and delicate, playful features."""
Hattrem,pokemon_images/Hattrem.jpg,Psychic,,"A playful, round, blue creature with cloud-like appendages and a cheerful expression, featuring a spiral curl on its head and a party hat on top. Its overall design is whimsical and colorful, evoking a sense of joy and fun."
Haunter,pokemon_images/Haunter.jpg,Ghost,Poison,"""An animated ghostly creature with a mischievous expression, dark purple body, sharp claws, and pointed ears, reminiscent of a playful phantom."""
Hawlucha,pokemon_images/Hawlucha.jpg,Fighting,Flying,"""Colorful cartoon bird character with a mix of green and orange feathers, large expressive eyes, and outstretched wings, resembling a tropical hawk, exuding a playful and energetic vibe."""
Haxorus,pokemon_images/Haxorus.jpg,Dragon,,"""Cartoon dinosaur-like creature with a green body, large red horns, and sharp claws, standing in a dynamic pose, showcasing an armored appearance."""
Heatmor,pokemon_images/Heatmor.jpg,Fire,,"A fierce, fire-element Pokémon with a stout body, adorned in red and orange stripes, featuring large claws and a snout resembling an anteater, exuding flames from its mouth."
Heatran,pokemon_images/Heatran.jpg,Fire,Steel,"""Cartoon creature, rocky appearance, brown and gray colors, orange accents, with sharp spikes and large eyes, resembling a mix of a turtle and a bulldozer, set against a white background."""
Heliolisk,pokemon_images/Heliolisk.jpg,Electric,Normal,"A colorful, cartoon-like lizard character with a prominent black and orange design, bright blue eye, and a cheerful, animated expression, posing in an energetic stance."
Helioptile,pokemon_images/Helioptile.jpg,Electric,Normal,"A cheerful, cartoonish yellow creature with big blue eyes and long black ears, resembling a small dragon or lizard. It has a playful expression and a slender body, standing on all fours, exuding a friendly and approachable vibe."
Heracross,pokemon_images/Heracross.jpg,Bug,Fighting,"Blue beetle-like creature with large claws, a prominent horn, and big eyes, standing in a playful pose."
Herdier,pokemon_images/Herdier.jpg,Normal,,"""Cartoon-style dog with a bushy, facial hair-like feature, standing confidently, brown and blue fur, perky ears, and a playful expression, digital illustration."""
Hippopotas,pokemon_images/Hippopotas.jpg,Ground,,"Cute cartoon character of a hippo with a spotted brown and yellow body, large round eyes, and a small head, resembling a mix between a hippo and a cow."
Hippowdon,pokemon_images/Hippowdon.jpg,Ground,,"A cartoonish, exaggerated hippo-like creature with a wide-open mouth, showcasing big white teeth. It has a predominantly brown and yellow body, with black accents, and is partially submerged in golden sand. The character has a playful, whimsical expression."
Hitmonchan,pokemon_images/Hitmonchan.jpg,Fighting,,"""Cartoon character with a humanoid figure wearing a boxing outfit, including red boxing gloves and a white dress, striking a fighting pose. The character has a unique head shape with pointed projections, large expressive eyes, and a determined expression."""
Hitmonlee,pokemon_images/Hitmonlee.jpg,Fighting,,"A fighting-type Pokemon with a brown, humanoid appearance and a distinct head shape, executing a high kick. Its limbs are wrapped in bandages and it has sharp claws on its feet. The background is plain to emphasize the character's pose and features."
Hitmontop,pokemon_images/Hitmontop.jpg,Fighting,,"""Cartoon-style creature with a brown, round body, three spindly limbs ending in blue spheres, and sharp spikes; playful and whimsical design, reminiscent of a fantasy character."""
Ho-oh,pokemon_images/Ho-oh.jpg,Fire,Flying,"Majestic, legendary bird soaring through the sky, vibrant red and gold feathers, elongated wings with green tips, elegantly designed tail, radiating energy and grace, mythical creature of fire and rebirth."
Honchkrow,pokemon_images/Honchkrow.jpg,Dark,Flying,"A blue bird Pokémon with a stylish hat, broad wings featuring red accents, a white chest, and sharp yellow beak, showcasing a confident posture."
Honedge,pokemon_images/Honedge.jpg,Steel,Ghost,"A whimsical sword with a mystical design, featuring a prominent eye and expressive features. The blade has intricate patterns and is complemented by a flowing blue ribbon that curls gracefully, adding a sense of movement and magic."
Hoopa,pokemon_images/Hoopa.jpg,Psychic,Ghost,"""Cartoon character, small purple creature with large eyes and a mischievous smile, holding a golden hoop, wearing pink and yellow accessories, playful pose, whimsical design."""
Hoothoot,pokemon_images/Hoothoot.jpg,Normal,Flying,"A cute, cartoonish owl Pokémon with large, expressive orange eyes, a round body, and distinctive black glasses-like markings atop its head, standing on two short legs."
